pregunta;categoria;opcion1;opcion2;opcion3;opcion4;opcion5;opcion6;opcion7;opcion8;correctas;explicacion
En el análisis del Proceso Unificado, con referencia a las Clases de Análisis, cuál de las siguientes afirmaciones es verdadera:;Proceso Unificado;Una clase entidad no puede aparecer en varias realizaciones de Caso de Uso;Cada clase de interfaz deberia asociarse con al menos un actor, y viceversa;Se debe identificar solo una clase Control de control por cada escenario del Caso de Uso;Se debe identificar solo una clse de Control por cada actor;;;;;2;" Las clases de interfaz (o boundary classes) sirven de puente entre el sistema y el mundo exterior. Por regla de diseño de RUP, cada clase de interfaz debe interactuar con al menos un actor, ya que de lo contrario no tendría sentido su existencia (nadie la usaría). A su vez, los actores solo pueden comunicarse con el sistema a través de estas interfaces, lo que valida la reciprocidad (""y viceversa"")."
En el Proceso Unificado, en todas las iteraciones se dedica aproximadamente el mismo esfuerzo a los distintos flujos de trabajo:;Proceso Unificado;Verdadero;Falso;;;;;;;2;RUP es un proceso iterativo e incremental donde el peso de los flujos de trabajo cambia constantemente. En las primeras fases (Inicio y Elaboración), el grueso del esfuerzo se concentra en la captura de requisitos y el análisis. A medida que el proyecto avanza hacia la fase de Construcción, el foco principal se traslada de forma masiva a la implementación y a las pruebas.
El sistema de información transaccional es el de mayor jerarquía en una organización;Sistemas de Información;Verdadero;Falso;;;;;;;2;Los Sistemas de Procesamiento de Transacciones (TPS) procesan las operaciones diarias y rutinarias de la organización (como facturas o depósitos). Al dar soporte al nivel operativo (la base de la empresa), se consideran los sistemas de menor jerarquía, mientras que los de nivel superior son los de soporte a decisiones gerenciales y estratégicas (MIS, DSS, ESS).
En el nivel superior de la Organización se necesita un gran volumen de información y que sea detallada.;Sistemas de Información;Verdadero;Falso;;;;;;;2; Los directores y ejecutivos del nivel estratégico toman decisiones complejas de largo plazo. Para ello, un exceso de datos detallados o transaccionales generaría parálisis por análisis. Lo que necesitan es información sintetizada, resumida, en forma de indicadores clave de rendimiento (KPIs) y proyecciones de mercado, no un gran volumen de información granular.
Si tiene que responder al primer llamado del gerente de una empresa que lo convoca como consultor para el desarrollo de un software, que tipo de técnica de recolección de datos usaría:;Técnicas de Recolección de Datos;Entrevista estructurada, y le enviaria con anticipacion las preguntas;Trataria de investigar el objeto del negocio, sus actividades principales y la estructura de la empresa utilizando diversas fuentes como internet, revistas, etc.;Convocaria a los jefes de Area para la realizacion de un Brainstorming;Entrevista No estructurada, las preguntas y los temas se los desarrollaran conforme la conversacion avance;Elaboraria un cuestionario y se lo enviaria por correo electronico para que lo complete;;;;2;Según Kendall & Kendall, un analista profesional nunca debe asistir a una primera reunión sin estar preparado. Antes de formular preguntas o sugerir metodologías, el analista debe investigar a fondo la identidad de la empresa, su rubro comercial y terminología básica mediante internet u otras fuentes. Esto demuestra profesionalismo y optimiza drásticamente el tiempo de la primera entrevista.
La técnica que posibilita evaluar lo que es dicho y como es dicho es;Técnicas de Recolección de Datos;Observacion;Entrevista;Cliente;Cuestionario;;;;;2;La entrevista es una herramienta interactiva sumamente rica porque permite la comunicación cara a cara. A diferencia de un cuestionario escrito, la entrevista permite al analista evaluar la comunicación no verbal del entrevistado: sus titubeos, su tono de voz, su entusiasmo o incomodidad ante ciertos temas, lo cual revela información cualitativa tan importante como los datos técnicos declarados.
Cuando la entrevista comienza con preguntas generales y abiertas y luego se van focalizando utilizando preguntas cerradas es;Técnicas de Recolección de Datos;No Estructurada;Con Estructura de Embudo;Con Estructura de Piramide;Con Estructura de Rombo;;;;;2;En las técnicas de entrevista de Kendall & Kendall, la estructura de embudo (funnel) es un método deductivo de organización de preguntas. Se inicia la sesión con preguntas muy abiertas y generales (para dar confianza y obtener opiniones cualitativas) y, de forma progresiva, el analista va cerrando y focalizando el diálogo con preguntas cerradas y específicas para precisar datos cuantitativos y técnicos.
Los proyectos de sistema inician:;Gestión de Proyectos;Cuando la organizacion tiene dinero disponible para invertir en tecnologia;Solo cuando la organizacion quiere resolver un problema;Cuando la organizacion tiene un problema a resolver o una oportunidad de mejorar;Siempre para resolver un problema que tiene la organizacion;;;;;3;Según el Capítulo 3 de Kendall & Kendall, los proyectos de sistemas en el mundo real no surgen de forma aleatoria por tener presupuesto libre [cite: 24]. Nacen por dos razones de negocio fundamentales: 1) resolver problemas que impiden a la organización alcanzar sus metas, o 2) aprovechar oportunidades para mejorar el rendimiento actual y ganar ventaja competitiva mediante nueva tecnología [cite: 24, 57].
Las actividades de XP son:;Metodologías Ágiles;Codificar, simpleza, escuchar y respeto;Comunicacion, simpleza, retroalimentacion y valentia;Codificar, probar, escuchar y diseñar;Comunicacion, diseñar, escuchar y probar;;;;;3;"Es vital no confundir los valores ágiles con las actividades en XP [cite: 88, 101]. Mientras que la comunicación, simpleza, retroalimentación y valentía son valores rectores [cite: 88]; las cuatro actividades técnicas obligatorias que realiza el equipo de desarrollo a diario para construir el software son precisamente Codificar, Probar, Escuchar y Diseñar [cite: 101]."
En el proceso de modelado se emplean procesos cognitivos de:;Modelado de Sistemas;Actualizacion, Conceptualizacion y Simbolizacion;Actualizacion, Concentracion y Simbolizacion;Abstraccion, Conceptualizacion y Simbolizacion;Abstraccion, Conceptualizacion y Sincronizacion;;;;;3;"En la Unidad 4 (Modelado de Sistemas), se enseña que para que un analista represente la realidad en un diagrama estructurado, su mente debe transitar de manera secuencial por tres procesos cognitivos:
Abstracción: Aislar detalles secundarios y centrarse en lo fundamental.
Conceptualización: Formar conceptos lógicos agrupando cualidades comunes.
Simbolización: Asignar símbolos gráficos estandarizados (como rectángulos, óvalos o flechas) para comunicar ese concepto de forma clara."
Un Caso de Uso:;Modelado de Sistemas;Muestra como el sistema internamente llevara a cabo cierta funcionalidad que es de valor para el actor;Representa un escenario posible cuando el actor utiliza el sistema con un objetivo;Esta asociado a uno o varios requisitos funcionales;Siempre esta asociado a un unico requisito funcional;;;;;3;Un caso de uso es un artefacto de requerimientos que agrupa un conjunto de escenarios de interacción [cite: 218]. Su propósito es dar una perspectiva externa y lógica que describa qué hace el sistema, por lo que se asocia de manera directa con uno o varios requisitos funcionales de software que especifican las acciones detalladas que el sistema debe poder ejecutar para aportar valor al actor
Cual de los siguientes NO es una propiedad del modelo orientado a objeto?;Orientación a Objetos;Abstraccion;Encapsulamiento;Independencia;Herencia;;;;;3;"Las propiedades estructurales que definen al paradigma de Orientación a Objetos son la Abstracción, el Encapsulamiento (u ocultamiento), la Herencia y el Polimorfismo [cite: 212, 361]. El concepto de ""Independencia"" no es un atributo formal del modelo, ya que de hecho, los objetos en POO no son independientes; por el contrario, colaboran activamente entre sí enviándose mensajes para lograr el funcionamiento del sistema [cite: 361]."
¿Cuándo NO será necesario hacer el modelo del negocio?;Proceso Unificado;El software por construir sera utilizado por una porcion importante de la organizacion;La organizacion ha enfrentado un reciente proceso de reingenieria de negocio;Los flujos de trabajo de la organizacion estan bien documentados;Existen flujos de trabajo completos dentro de la organizacion que no estan documentados;;;;;3;Bajo el marco del Proceso Unificado (RUP), el modelado de negocios es un artefacto de ingeniería opcional [cite: 587, 591]. Si la empresa ya tiene sus flujos de trabajo perfectamente documentados, actualizados y entendidos por los empleados, o si el sistema de software a construir tiene un alcance tan específico que no alterará la estructura corporativa, modelar el negocio de nuevo se considera una redundancia costosa que no aporta valor real al proyecto [cite: 591, 592].
Técnica que se puede utilizar con cualquier Stakeholder;Técnicas de Recolección de Datos;Prototipo;Usuario;Entrevista;Brainstorming;;;;;3;A diferencia de los cuestionarios (pensados para grandes masas de usuarios impersonales) o el JAD (que requiere un taller estructurado de diseño intensivo), la entrevista es la técnica interactiva más flexible de la ingeniería de requisitos. Se puede aplicar cara a cara con cualquier tipo de Stakeholder (interesado), desde el director estratégico de mayor jerarquía hasta el operador técnico de base, adaptando el lenguaje de la charla a la posición de cada interlocutor [cite: 241].
Cuál de las siguientes NO es una regla en la realización de brainstorming.;Técnicas de Recolección de Datos;Se debe generar un gran numero de ideas;Se debe alentar a los participantes a combinar o completar las ideas de otros participantes;Se evitan las ideas mas avanzadas y se impide a los participantes a generar nuevas ideas;Se prohibe la critica de ideas;;;;;3;El Brainstorming (tormenta de ideas) se rige por la premisa de la libre asociación [cite: 33]. Sus cuatro reglas clave según la cátedra son: prohibir la crítica, buscar generar un gran número de ideas, alentar la combinación y mejora de ideas ajenas, y dar la bienvenida a las ideas más descabelladas y avanzadas [cite: 33]. Por tanto, la opción 3 es la única que describe lo opuesto a una sesión efectiva [cite: 33].
Si al software le agregamos nuevas funcionalidades no contempladas en la implementación hacemos:;Mantenimiento de Software;Mantenimiento preventivo;Mantenimiento adaptativo;Mantenimiento correctivo;Mantenimiento perfectivo;;;;;4;Cuando el software ya está operativo y se decide incorporarle capacidades o funciones completamente nuevas que no formaron parte del desarrollo inicial, se está ejecutando un Mantenimiento Perfectivo. Este tipo de mantenimiento busca enriquecer y madurar el sistema a medida que surgen nuevos requerimientos del cliente.
El mantenimiento que muestra un síntoma negativo para un sistema es el:;Mantenimiento de Software;Mantenimiento adaptativo;Mantenimiento perfectivo;Mantenimiento preventivo;Mantenimiento correctivo;;;;;4;El Mantenimiento Correctivo es de naturaleza reactiva. A diferencia de los mantenimientos evolutivos o de optimización (perfectivo, preventivo y adaptativo), el correctivo se activa únicamente cuando se manifiesta un síntoma negativo en el sistema, es decir, un error, bug, comportamiento anómalo o falla en producción que impide el normal funcionamiento del software.
Que es una Historia de Usuario?;Metodologías Ágiles;"Una breve descripcion de ""hecho"", que pruebas se llevaron a cabo para poder decir que se ha completado con exito.";Una descripcion priorizada de todo lo que tiene que hacer el software;Un post-it que se utiliza para escribir la especificacion de requisitos;Una descripcion breve, de una funcionalidad del software tal y como la percibe el usuario;;;;;4; En las metodologías ágiles, la Historia de Usuario es la herramienta principal para capturar el alcance de forma ágil [cite: 16]. Se define como una descripción simplificada, en lenguaje de negocio, de una funcionalidad requerida tal y como la percibe el usuario final [cite: 9]. Sirve como una invitación al diálogo diario entre desarrolladores y el Product Owner
En Scrum la pregunta ¿Qué deberíamos mejorar? Corresponde a la reunión:;Metodologías Ágiles;de Planificacion;Revision;Diaria;Retrospectiva;;;;;4;"La Retrospectiva es la ceremonia final de Scrum orientada a la mejora continua del proceso y el equipo [cite: 26]. Al final de cada sprint, todos los miembros responden de forma colaborativa a dos preguntas clave [cite: 26]:
¿Qué cosas funcionaron bien en el último sprint? [cite: 26]
¿Qué cosas se podrían mejorar? (¿Qué deberíamos mejorar?) "
El Sprint Backlog esta compuesto de:;Metodologías Ágiles;Historias de Usuario;Epics;Temas o Items;Tareas;;;;;4;En el flujo de Scrum, las Historias de Usuario seleccionadas para ingresar en el Sprint se someten a una reunión de planificación (Sprint Planning) [cite: 24]. Allí, el equipo de desarrollo las descompone de forma física en Tareas técnicas de corta duración (escribir pruebas, diseñar interfaces, codificar métodos, configurar bases de datos) [cite: 8]. Estas tareas son las que componen operativamente el tablero de control del Sprint Backlog
Cual de las siguientes características NO corresponde a una de las que cualifica a las propuestas ágiles:;Metodologías Ágiles;El cliente forma parte del proceso de desarrollo;No existe un contrato tradicional, o al menos es bastante flexible;Esta especialmente preparada para cambios en el proyecto;El cliente interactua con el equipo de desarrollo mediante reuniones poco frecuentes y muy formales;;;;;4;"Uno de los principios fundamentales del Manifiesto Ágil es promover la conversación cara a cara y la colaboración diaria y estrecha con el cliente [cite: 67]. El cliente (o Product Owner) trabaja codo a codo en el sitio del proyecto [cite: 73, 205]. Por tanto, definir una dinámica de reuniones ""poco frecuentes y muy formales"" contradice por completo el espíritu de la agilidad."
En Orientación a Objetos ¿Cómo se denomina la clase que no tiene instancias?;Orientación a Objetos;Huerfana;No existen clases sin instancias;Invisible;Abstracta;;;;;4;En POO, una Clase Abstracta es un molde de diseño genérico de alto nivel que no puede ser instanciado directamente para crear un objeto físico [cite: 123, 144]. Su único objetivo es actuar como superclase o clase base para que otras clases especializadas (subclases concretas) hereden su estructura, atributos y métodos de manera reutilizable
Las fases del proceso unificado de desarrollo son:;Proceso Unificado;Investigacion, Desarrollo, Prueba, Implementacion;Requisitos, Analisis, Diseño, Implementacion y Prueba;Inicio, Investigacion, Construccion, Prueba;Inicio, Elaboracion, Construccion, Transicion;;;;;4;"El ciclo de vida del Proceso Unificado se estructura dinámicamente en cuatro fases secuenciales [cite: 15]:
Inicio (Inception): Se define el alcance, viabilidad y modelo inicial de casos de uso [cite: 11, 15].
Elaboración (Elaboration): Se diseña, implementa y prueba una arquitectura ejecutable y se mitigan riesgos técnicos [cite: 11, 15].
Construcción (Construction): Se desarrolla el sistema completo hasta lograr capacidad operativa [cite: 11].
Transición (Transition): Se despliega el software en el entorno del usuario"
En el análisis del proceso unificado las clases entidad:;Proceso Unificado;Modelan la interaccion entre el actor y el sistema a desarrollar;Modelan exclusivamente la interaccion del usuario y el sistema a desarrollar;Representa la logica de negocio asociada a la clase de control;Representa la informacion de larga vida en el sistema;;;;;4;UML y el Proceso Unificado clasifican las clases de análisis en tres tipos lógicos (Límite, Control y Entidad) [cite: 8]. Las clases entidad modelan y encapsulan la información de larga vida, persistente y significativa para el dominio [cite: 8]. Son el reflejo directo de las tablas y registros que sobrevivirán en la base de datos más allá de la sesión actual de ejecución del software
Fase en la que se realiza si es necesario la conversión de datos, entrenamiento de usuarios, corrección de defectos de la versión beta y ayuda en línea.;Proceso Unificado;Elaboracion;Inicio;Construccion;Transicion;;;;;4;La Fase de Transición tiene como propósito asegurar que el producto esté listo para su entrega a los usuarios finales [cite: 11]. Sus actividades clave son netamente de implantación e incluyen: la migración o conversión de bases de datos, el entrenamiento formal de los usuarios, el soporte o ayuda en línea y la corrección de los defectos o bugs reportados durante el período de prueba beta
Las Entrevistas según su objetivo se clasifican en;Técnicas de Recolección de Datos;Iniciales, de Reconocimiento y de seguridad;Iniciales, Estructuradas y No Estructuradas;Iniciales, de Seguimiento y No Estructuradas;Iniciales, de Recoleccion de datos y de seguimiento;;;;;4;"No confundas las clasificaciones. Según la cátedra de la UTN FRRE:
Por su Estructura: Se clasifican en Estructuradas, Semiestructuradas y No Estructuradas.
Por su Objetivo: Se clasifican secuencialmente en Iniciales (para exploración técnica inicial), de Recolección de Datos (para profundizar en los requerimientos del sistema) y de Seguimiento (para aclarar dudas puntuales tras analizar la información o validar especificaciones) "
Cuando se está haciendo un estudio preliminar y se desea medir la opinión general de muchas personas antes de que se determine el rumbo que tomara el proyecto de sistemas, es aconsejable la técnica:;Técnicas de Recolección de Datos;Entrevista;Brainstorming;Observacion;Cuestionario;;;;;4;Kendall & Kendall recomiendan utilizar los Cuestionarios bajo situaciones geográficas y de volumen muy específicas [cite: 102]. Es la técnica ideal cuando necesitas medir la opinión general de un grupo masivo de personas (población amplia) durante un estudio exploratorio preliminar, permitiendo establecer tendencias cuantitativas antes de diseñar entrevistas específicas y costosas
Cual de las siguientes NO es una ventaja de utilizar preguntas abiertas en una entrevista:;Técnicas de Recolección de Datos;Permiten mas espontaneidad;Hacen mas interesante las entrevistas para el entrevistado;Facilita mantener el control durante la entrevista;Revelan nuevas lineas de preguntas que pudieron haber pasado desapercibidas;;;;;3;"Según Kendall & Kendall (Capítulo 4), descubrir nuevas vías o líneas de cuestionamiento que de otro modo no se hubieran explotado es explícitamente una ventaja de las preguntas abiertas [cite: 73].
La respuesta teórica real: La opción correcta a marcar como ""NO es una ventaja"" es ""Facilita mantener el control durante la entrevista"" (Opción 3). Los autores detallan que una de las grandes desventajas de las preguntas abiertas es que el entrevistador puede llegar a perder el control de la entrevista [cite: 76], mientras que ""mantener el control"" es un beneficio exclusivo de las preguntas cerradas"
Identificar el concepto que corresponde a cada definicion;Conceptos Generales;Comprende todos los aspectos de la producción del software de calidad, desde las etapas iniciales de la especificación del sistema hasta el mantenimiento.;Componente de un sistema.;Conjunto de actividades para especificar, diseñar, implementar, validar, utilizar y mantener los sistemas socio-técnicos.; Debe entender el negocio, determinar el problema y analizar cómo resolverlo con la tecnología disponible.;"Estudia para conocer; el objetivo es el conocimiento.";"Conoce para trabajar; el objetivo es la producción.";;;"""Ingeniería de Software;Objetivo;Ingeniería de Sistemas;Ingeniero de Sistemas;Ciencia;Ingeniería""";"Esta correspondencia define con precisión los fundamentos epistemológicos y profesionales de tu carrera:
Ingeniería de Software: Disciplina enfocada en la producción sistemática de programas informáticos de alta calidad, desde la especificación inicial de requerimientos hasta el soporte y mantenimiento preventivo/correctivo.
Objetivo: Elemento indispensable de un sistema que representa su propósito o razón de ser.
Ingeniería de Sistemas: Enfoque holístico para diseñar, validar y mantener sistemas complejos socio-técnicos (que integran software, hardware, organizaciones y personas).
Ingeniero de Sistemas: Profesional capacitado para entender el negocio, definir el dominio del problema y estructurar soluciones apoyadas en la tecnología disponible.
Ciencia: Disciplina académica orientada a ""saber"", cuya única meta es la búsqueda constante y rigurosa del conocimiento racional para explicar nuestro entorno físico.
Ingeniería: Actividad netamente práctica orientada al ""hacer"", que toma y aplica los conocimientos de la ciencia bajo restricciones de costos y recursos para satisfacer necesidades reales de la sociedad."
Cuales de las siguientes afirmaciones sobre las Tecnologías de la Información y las Comunicaciones son correctas:;Sistemas de Información;Pueden influenciar en la determinacion de la estrategia del negocio;La inversion en ellas debe estar en funcion a la utilizacion y aprovechamiento que se dara a las mismas;Siempre debemos utilizar tecnologias de punta (la ultima que salio al mercado) y adaptar las organizaciones y sistemas de informacion a ellas;Son inocuas, pueden introducirse sin cambiar, se sigue haciendo lo mismo que antes y de la misma manera, solo que utilizando una tecnologia diferente;Son independientes a las estrategias;;;;"1;2";"La tecnología no es neutral; aporta su propia ""idiosincrasia"", obligando a las organizaciones a repensar y rediseñar sus procesos de negocio en lugar de hacer simplemente ""lo mismo de antes"" de forma automatizada [cite: 143]. Por ende, las TICs influyen directamente en la estrategia comercial y competitiva (1) [cite: 143]. Asimismo, la inversión en ellas no garantiza éxito por sí sola; debe estar alineada al nivel de utilización y madurez de la empresa para asimilarlas (2)"
Identifique cuales de las siguientes opciones son ventajas de la Observación del ambiente de trabajo como técnica de recolección:;Técnicas de Recolección de Datos;Son un complemento util ya que algunas veces es dificil explicar claramente con palabras las tareas complejas;Los datos recabados basandose en la observacion pueden ser muy confiables ya que se puede ver exactamente lo que se esta haciendo;Aseguran que el trabajo que se este observando incluya el nivel de dificultad o todo el volumen normal;Posibilita que la persona se sienta comoda cuando esta siendo vigilada, y entonces se comporta de las misma manera que cuando no esta siendo observada;Dan la seguridad que las tareas siempre seran desempeñadas en la manera en que las observa el analista de sistemas;;;;"1;2";"Según Kendall & Kendall, observar el puesto de trabajo es sumamente confiable porque el analista ve directamente lo que el usuario hace, eliminando sesgos de opinión (2). Funciona como un complemento ideal de las entrevistas para desentrañar tareas muy complejas que al usuario le cuesta explicar formalmente (1).
¿Por qué no las otras? La observación es una foto temporal; no asegura ver flujos pico o casos de dificultad máxima. Además, el Efecto Hawthorne explica que las personas vigiladas tienden a comportarse de forma artificial o incómoda, alterando su comportamiento natural."
Todo objeto tiene ______. / ______ es el conjunto de mensajes a los cuales un objeto puede responder. / El ______ de un objeto condiciona sus ______ comportamientos. / Al enviarle un ______ a un objeto, este responde activando el ______ asociado.;Orientación a Objetos;1. identidad + estado + comportamiento;2. Protocolo;3. Estado;4. futuros;5. Mensaje;6. Metodo;;;"1;2;3;4;5;6";"Explicación: Esta secuencia de oraciones resume los pilares dinámicos de la OO:
Todo objeto posee de forma indivisible identidad, estado y comportamiento [cite: 153].
El Protocolo es la interfaz o catálogo de mensajes que el objeto puede procesar [cite: 156].
El Estado actual del objeto (el valor de sus atributos) condiciona cómo responderá a sus futuros comportamientos [cite: 153].
Al recibir un Mensaje, el objeto ejecuta el código dinámico del Método correspondiente [cite: 154]."
Qué objetivos perseguimos cuando a partir de la realidad construimos un MODELO DEL SISTEMA EXISTENTE?;Modelado de Sistemas;Utilizarlo durante la ingenieria de requisitos ya que conducen a los requisitos para el nuevo sistema.;Discutir las propuestas de diseño y documentar el sistema para la implementacion;Utilizarlo como base para discutir sus fortalezas y debilidades;Entenderlo y aclarar lo que hace el sistema existente;Explicar los requisitos propuestos a otros participantes del sistema.;;;;"1;3";"Al modelar el sistema ""tal como está"" (As-Is), se busca mapear el dominio real para revelar oportunidades de mejora que guiarán la especificación del nuevo sistema (1). Este modelo actúa como una representación abstracta estructurada que permite a los diseñadores y clientes sentarse a discutir analíticamente cuáles son las fortalezas y debilidades del proceso actual"
Cual de los siguientes Artefactos son responsabilidad del Analista en el Proceso Unificado?;Proceso Unificado;Modelo de Casos de Uso;Descripcion de la arquitectura;Glosario de Terminos;Realizacion de Casos de Uso;Paquetes de Analisis;;;;"1;3";"En RUP, el Analista de Sistemas tiene el rol de delimitar el alcance. Por lo tanto, es el dueño y responsable del Modelo de Casos de Uso (1) y de unificar el vocabulario en el Glosario de Términos (3) [cite: 12, 13].
¿De quién son las otras responsabilidades? La Descripción de la Arquitectura y los Paquetes de Análisis son responsabilidad del Arquitecto [cite: 0]; mientras que las Realizaciones de Casos de Uso (diagramas de secuencia/colaboración técnicos) son tarea del Diseñador"
Cuales de las siguientes alternativas reflejan alguna de las características propias de un Sistema de Soporte a las Decisiones?;Sistemas de Información;Son sistemas de informacion interactivos y amigables, con altos estandares de diseño grafico y visual;Son faciles de justificar ante la direccion general, ya que sus beneficios son visibles y cuantificables en el corto plazo;Suelen ser intensivos en calculos y escasos en entradas y salidas de informacion, la cual toman de los sistemas transaccionales;Son facilmente adaptables a paquetes de aplicacion que se encuentran en el mercado;Son el primer tipo de sistemas de informacion que se implanta en las organizaciones;Apoyan el proceso de innovacion de productos y procesos dentro de la empresa, debido a que buscan ventajas respecto de los;;;"1;3";Un DSS se caracteriza por proveer entornos interactivos, intuitivos y con un diseño visual de alta calidad para no entorpecer la labor analítica del decisor (1) [cite: 38]. Además, operan de forma intensiva en cálculos matemáticos y estadísticos (simulaciones, proyecciones) utilizando un volumen bajo de entradas directas, ya que absorben el grueso de los datos históricos desde los sistemas transaccionales (TPS) subyacentes (3)
"Identifique entre las siguientes cuales son una de las Propiedades o características fundamentales que tiene un ""objeto""";Orientación a Objetos;Herencia;Estado;Agregacion;Identidad;Generalizacion;Comportamiento;;;"2;4;6";"Explicación: Por definición de la orientación a objetos, un objeto es un elemento atómico de diseño que posee obligatoriamente:
Estado (2): Representado por sus variables de instancia y atributos internos [cite: 153].
Identidad (4): La cualidad que lo hace único y distinguible de cualquier otro objeto, incluso si tienen idéntico estado [cite: 153].
Comportamiento (6): Definido por las operaciones (métodos) que sabe ejecutar [cite: 153]."
"Cuales de las siguientes alternativas reflejan alguna de las
caracteristicas propias de un Sistema de Soporte a las Decisiones?";;"Apoyan el proceso de innovacion de productos y procesos dentro de la empresa,
debido a que buscan ventajas respecto de los";"Son sistemas de informacion interactivos y amigables, con altos estandares de
diseño grafico y visual";"Son faciles de justificar ante la direccion general, ya que sus beneficios son visibles
y cuantificables en el corto plazo";"Son el primer tipo de sistemas de informacion que se implanta en las
organizaciones";"Son facilmente adaptables a paquetes de aplicacion que se encuentran en el
mercado";"Suelen ser intensivos en calculos y escasos en entradas y salidas de
informacion, la cual toman de los sistemas transaccionales";;;"2;6";"Opción 2 (Correcta): ""Son sistemas de información interactivos y amigables, con altos estándares de diseño gráfico y visual"" [cite: 15, 57, 182].
Justificación: Los DSS están diseñados para ser operados directamente por el usuario final (directivos y mandos medios) sin intermediación de técnicos, requiriendo interfaces sumamente intuitivas [cite: 14, 15, 57, 181, 182, 183].
Opción 6 (Correcta): ""Suelen ser intensivos en cálculos y escasos en entradas y salidas de información, la cual toman de los sistemas transaccionales"" [cite: 15, 57, 181].
Justificación: A diferencia de los sistemas transaccionales, un DSS requiere pocos datos de entrada (generalmente extraídos de las bases de datos de los TPS/transaccionales), pero realiza un procesamiento matemático de alta complejidad para generar simulaciones, análisis de sensibilidad (""What-If"") y proyecciones [cite: 15, 57, 134, 181, 226].
¿Por qué las demás opciones son incorrectas?
Opción 3: ""Son fáciles de justificar ante la dirección general, ya que sus beneficios son visibles y cuantificables en el corto plazo"" [cite: 12, 179].
La verdad: Esta es una característica de los Sistemas Transaccionales [cite: 11, 12, 56, 178, 179]. Los DSS son, de hecho, difíciles de justificar económicamente porque sus beneficios no son inmediatos y se asocian con decisiones de mediano y largo plazo [cite: 15, 57, 182].
Opción 4: ""Son el primer tipo de sistemas de información que se implanta en las organizaciones"" [cite: 11, 178].
La verdad: Característica de los Sistemas Transaccionales, los cuales construyen la plataforma de datos obligatoria para que un DSS pueda operar posteriormente [cite: 11, 14, 56, 178, 181, 215].
Opción 5: ""Son fácilmente adaptables a paquetes de aplicación que se encuentran en el mercado"" [cite: 13, 180, 215].
La verdad: Característica de los Sistemas Transaccionales, dado que automatizan operaciones básicas y estandarizadas que son comunes en casi todas las organizaciones (como facturación o nómina) [cite: 13, 180, 215]."
"Identifique en la lista que aparece al pie, los distintos pasos para la resolución de problemas. Arrastrarlos y ordénelos en la secuencia que corresponda:";"Resolución de Problemas";"Planear la operación y ponerla en marcha";"Definir claramente el problema (Redefinir)";"Proponer Soluciones";"Evaluar los resultados";"Conocimiento de las causas del problema";"Evaluar y seleccionar soluciones";"Determinar el problema y sus asociados";"";"7;2;5;3;6;1;4";"Pasos ordenados para la resolución de problemas:
1) Determinar el problema y sus asociados
2) Definir claramente el problema (Redefinir)
3) Conocimiento de las causas del problema
4) Proponer Soluciones
5) Evaluar y seleccionar soluciones
6) Planear la operación y ponerla en marcha
7) Evaluar los resultados"
"Ordenar los pasos del proceso de resolución de problemas en la secuencia correcta:";Resolución de Problemas;"Evaluar los resultados";"Conocimiento de las causas del problema";"Planear la operación y ponerla en marcha";"Definir claramente el problema (Redefinir el problema)";"Proponer soluciones alternativas";"Determinar el problema y sus asociados";"Evaluar y seleccionar soluciones";;;"Determinar el problema y sus asociados";"Conocimiento de las causas del problema";"Definir claramente el problema (Redefinir el problema)";"Proponer soluciones alternativas";"Evaluar y seleccionar soluciones";"Planear la operación y ponerla en marcha";"Evaluar los resultados";"Orden correcto del proceso de resolución de problemas:
1) Determinar el problema y sus asociados
2) Conocimiento de las causas del problema
3) Definir claramente el problema (Redefinir)
4) Proponer soluciones alternativas
5) Evaluar y seleccionar soluciones
6) Planear la operación y ponerla en marcha
7) Evaluar los resultados"
"Ordenar las fases del Proceso Unificado (RUP) en su secuencia correcta (macro-orden):";Proceso Unificado;"Transición (Transition)";"Construcción (Construction)";"Elaboración (Elaboration)";"Inicio (Inception)";;;"Inicio (Inception)";"Elaboración (Elaboration)";"Construcción (Construction)";"Transición (Transition)";"El ciclo de vida del Proceso Unificado se estructura en cuatro fases secuenciales:
1) Inicio (Inception): viabilidad y alcance
2) Elaboración (Elaboration): arquitectura base y mitigación de riesgos
3) Construcción (Construction): desarrollo iterativo masivo
4) Transición (Transition): despliegue y entrega al usuario"
"Ordenar las fases del Proceso Unificado según su definición correspondiente:";Proceso Unificado;"Transición (Transition): Se despliega el software, se entrena a los usuarios, se corrigen defectos de versiones beta y se entrega el sistema operativo";"Construcción (Construction): Se realiza el desarrollo masivo del código y de las funcionalidades del sistema de forma iterativa";"Elaboración (Elaboration): Se analiza a fondo el dominio del problema y se construye una línea base de la arquitectura para mitigar los riesgos técnicos";"Inicio (Inception): Se define el alcance, se identifican los actores y casos de uso críticos, y se determina la viabilidad del proyecto";;;"Inicio (Inception): Se define el alcance, se identifican los actores y casos de uso críticos, y se determina la viabilidad del proyecto";"Elaboración (Elaboration): Se analiza a fondo el dominio del problema y se construye una línea base de la arquitectura para mitigar los riesgos técnicos";"Construcción (Construction): Se realiza el desarrollo masivo del código y de las funcionalidades del sistema de forma iterativa";"Transición (Transition): Se despliega el software, se entrena a los usuarios, se corrigen defectos de versiones beta y se entrega el sistema operativo";"Cada fase del Proceso Unificado tiene un objetivo específico:
Inicio → Elaboración → Construcción → Transición"
